"","SgAvWD","SgAvTG","SgTtRRadj","SgGDDadj","BrAvWD","BrAvTG","BrTtRRadj","BrGDDadj","QuAvWD","QuAvTG","QuTtRRadj","QuGDDadj","Year","Month","STAvWD","STAvTG","STTtRRadj","STGDDadj","STNSWD","STEWWD","Time"
"132",4.81585220883851,7.05314494881266,114.291935825291,69.7705836071372,4.5638669015712,6.5779683198161,125.547343574885,58.2124603910833,4.63208616855056,6.16574555021548,145.612025940175,50.4673399981418,"1990","12",13.9099462363548,4.71129032258064,133.3,26.35,-2.42811170474376,-3.80596113329675,10.9583333333333
"133",5.05908337220068,6.54238869080605,111.074493288661,54.035753262598,5.1588009840284,6.19679833491846,131.283027407044,45.320000241201,4.88015126147822,5.60449789560933,133.089766804759,32.9348912227762,"1991","01",14.1491935481935,4.41451612903226,109.9,14.25,-5.59788144379822,-2.41932526396034,11.0416666666667
"134",4.01891656053575,5.83683072558467,70.57703835271,39.9055829361418,4.03815739405159,5.42490722641071,74.4157922885214,30.4036532765217,3.86374239398075,4.76777755596995,69.6481417170935,19.0042686160778,"1991","02",10.0892857143929,3.54642857142857,52.5,9.7,-3.22189073387989,-0.383474202875077,11.125
"135",3.17434866718443,7.90966817630017,48.5788144974547,85.607503646188,2.98409404651116,7.51416297995243,37.8565516277229,73.9859683938423,3.0148233066388,6.95616782450223,37.9265026025541,57.5215089334011,"1991","03",7.68250350635484,6.55483870967742,66.2,50.75,-1.42649257798062,-0.466963937525941,11.2083333333333
"136",3.65680688894865,7.64536223435581,66.6723137108633,79.3965173704997,3.64329734821403,7.29841755618235,65.0652577089753,68.95908933143,3.58853704009295,6.79971318390474,64.6639284524453,55.1763272163081,"1991","04",11.1376207724667,6.82666666666667,87.4,56.85,-1.80665507980417,-1.2831749901219,11.2916666666667
"137",2.66752365276377,9.72498232276836,29.64887744582,143.349553614589,2.4550740952015,9.30973222716433,18.9291800899131,131.119320659943,2.68268774039473,8.91859456825353,24.4519344095901,119.716832132349,"1991","05",8.44086021532258,9.31774193548387,34.3,133.85,0.428238255552516,-2.18489055558731,11.375
"138",2.32360989614193,10.0373774782193,39.1673558918683,152.816844325909,2.15250905201573,9.69430830493923,16.6358914257539,141.857531506486,2.33314556627994,9.21181164920504,15.2796085187096,127.401664999082,"1991","06",7.02777777793333,9.72166666666667,68.8,141.65,1.83418351319304,0.0254877472639756,11.4583333333333
"139",2.35743659272179,14.0983308381409,41.5748099764421,280.323926671954,2.63501749169616,13.8993889274085,27.9730140026484,274.377704194311,2.49322524209221,13.4912345502281,35.6419340835994,262.07963758012,"1991","07",7.64919354835484,14.7274193548387,52.9,301.55,-0.397362835474685,0.771668684444209,11.5416666666667
"140",2.85586165992599,14.0623519822855,70.4428943546882,278.712177575063,3.06326428429881,13.8737506393756,72.5579650674063,272.140945319823,2.97516360925407,13.3606390217101,75.223871828681,256.959034026965,"1991","08",8.87903225832258,14.2725806451613,83.2,287.45,-3.30827520096642,-2.16837951210095,11.625
"141",3.34771366348841,12.0463360562201,78.6744557967421,213.00287113409,3.29744964442866,11.7858309666718,77.5872962019553,204.070222162094,3.32220712266529,11.2868220306546,80.718824929258,188.468426490602,"1991","09",9.79595959573333,11.4016666666667,96.7,192.05,-1.92477294359875,-2.12149416215327,11.7083333333333
